160.659,25.925,44.364,22.317,22.317,-18.12,44.125,0,116.905,85.938,20.928,0,0,37.025,0,34.058,34.058,32.426,32.426,97.2,28.533,75.757,66.149,0,0,66.32,0,29.666,41.448,0,0,42.988,0,0,54.714,98.217,55.324,46.164,0,0,55.565,0,65.759,75.241,8.952,8.952,8.952,0,0,74.727,86.337,67.033,67.033,-346.22,85.887,38.709,21.132
0,25.925,53.222,50.039,-18.12,-18.12,-18.12,7.893,0,70.289,20.928,0,0,0,37.025,0,31.69,0,47.469,0,0,126.49,0,59.146,54.166,0,59.594,35.919,0,60.859,0,0,94.107,0,46.262,0,84.47,45.599,0,0,56.776,56.266,0,76.013,0,8.952,0,0,91.064,99.656,0,0,0,0,0,0,21.132
138.175,88.199,32.092,32.092,77.343,37.548,60.908,0,0,161.947,0,94.332,0,0,54.301,98.936,0,0,231.806,153.232,0,56.433,51.857,0,0,48.617,0,0,60.105,74.993,0,26.264,0,40.77,0,52.231,43.713,0,68.33,39.189,0,56.724,123.372,0,0,82.77,68.436,0,80.191,68.358,99.626,0,14.183,14.183,0,21.132,-10277.852
77.817,0,0,9.546,18.304,37.548,48.42,47.777,23.067,0,0,48.71,61.367,0,0,32.478,32.478,152.527,0,0,0,68.365,0,0,0,0,0,26.313,21.726,23.852,72.238,0,42.363,0,46.884,0,0,44.275,0,71.453,69.771,0,180.048,0,0,0,0,0.031,0,35.175,72.196,0,0,0,10.51,0,0
9.546,9.546,9.546,0,0,0,48.42,0,47.777,64.292,0,0,36.204,36.204,32.478,32.478,178.664,0,0,52.962,72.066,104.429,0,9.957,92.153,0,0,40.362,65.466,65.466,43.04,0,0,55.828,0,0,40.565,55.261,0,81.265,81.265,24.352,363.357,52.526,0,0,0.031,0.031,0.031,29.288,29.288,-209.231,0,0,0,0,0
9.546,0,7.333,0,0,0,0,0,0,27.504,0,9.305,36.204,0,0,115.193,0,115.725,41.525,0,78.202,0,9.957,9.957,47.735,67.281,0,30.132,58.857,34.91,71.869,0,26.865,0,0,0,60.833,19.606,58.156,111.767,24.352,147.643,0,0,419.926,0.031,0.031,0.031,0.031,0.031,0,0,97.809,0,108.183,-51.485,-51.485
351.79,0,7.333,0,0,0,2.21,4.51,27.504,27.504,230.368,0,0,468.388,0,0,0,56.567,46.778,189.047,0,91.079,47.704,68.57,68.57,51.398,78.544,0,61.592,84.638,0,39.915,10.639,0,0,53.158,0,0,47.208,236.973,59.111,140.157,0,106.253,0,0,0.031,0.031,0.031,0.031,0.031,0,0,118.153,-51.485,0,0
0,0,0,34.539,0,2.21,2.21,10.326,10.326,10.326,120.553,477.615,61.709,0,46.827,46.001,22.011,0,0,0,69.494,0,28.79,34.532,67.156,92.42,65.505,0,0,0,112.061,55.701,0,114.505,47.012,47.012,0,33.295,34.484,0,201.122,239.439,0,120.906,279.36,0,117.229,0.031,0.031,0.031,17.04,0,114.797,171.705,0,0,-51.485
2.281,48.137,11.497,0,2.21,2.21,2.21,0,10.326,21.569,0,0,0,111.916,331.466,140.562,91.263,73.263,0,0,30.288,103.52,0,92.53,172.169,0,77.367,65.517,0,0,28.646,0,36.793,208.636,7.726,14.626,0,0,0,0,0,5.398,326.227,202.67,0,1414.333,17.04,17.04,17.04,17.04,0,30.336,30.336,0,0,0,0
2.281,24.414,0,0,2.21,2.21,2.21,0.212,10.326,21.569,0,50.405,0,105.301,76.621,72.468,0,74.647,29.976,0,4.006,4.006,59.339,0,0,43.524,45.445,0,70.148,28.343,0,48.753,72.838,0,7.726,14.626,294.716,193.403,58.512,54.503,122.71,0,75.215,0,172.094,0,0,17.04,0,62.933,0,0,0,0,0,0,0
2.281,2.281,0,24.414,24.414,2.21,0.212,0.212,0.212,10.326,29.103,0,0,45.535,86.16,0,127.708,54.779,171.723,0,4.006,0,67.79,0,0,115.989,0,74.156,32.23,0,41.566,0,0,0,0,0,142.35,33.729,0,57.868,139.403,0,55.792,130.656,0,0,8.371,312.788,447.25,0,0,0,0,0,0,0,0
2.281,2.281,10.7,10.7,10.7,0.212,0.212,0.212,0.212,29.103,37.657,126.606,0,0,77.485,90.157,48.478,2.463,0,0,65.533,56.455,0,100.578,43.815,0,41.623,71.751,0,0,32.621,0,0,170.833,150.422,88.608,0,222.195,0,132.885,0,563.835,85.307,0,5.238,8.371,8.371,8.371,0,140.88,62.147,0,0,0,0,0,0
2.281,0,10.7,10.7,10.7,0,0.212,0,78.869,62.628,242.547,45.768,0,0,51.119,58.827,217.295,0,0,74.128,0,0,31.046,0,72.33,32.589,48.7,0,52.439,65.467,0,48.758,0,101.551,0,35.772,0,0,0,25.42,28.444,0,67.518,0,5.238,5.238,0,8.371,63.368,541.138,0,0,0,0,0,0,0
